TYPE,ID,LAT,LON,H,G,RANGE,NAME
VOR-DME,CAS,38,44,53,-009,21,43,193,53.82,60,CASCAIS
VOR-DME,VFA,37,00,49,-007,58,30,2,53.41,20,FARO
VOR-DME,FTM,39,39,58,-008,29,36,199,55.55,60,FATIMA
VOR-DME,LIS,38,53,16,-009,09,46,337,54.42,80,LISBOA
VOR-DME,PRT,41,16,23,-008,41,16,41,54.62,200,PORTO
VOR-DME,SGR,37,05,02,-008,56,47,146,52.59,250,SAGRES
VOR-DME,VIS,40,43,24,-07,53,09,633,56.07,200,VISEU
